replicate	chromosome	window_pos_1	window_pos_2	pi_new	thetaw_new	tajimaD_new	pi_new_multi	thetaw_new_multi	tajimaD_new_multi
3	1	40001	50000	0.032200038107681	0.032319753077247	-0.013927440678772	0.036062914032222	0.03649778568789	-0.044813436087729
3	1	50001	60000	0.0340064068543	0.034212878846371	-0.022694344394833	0.036425148583892	0.037196404350558	-0.077987517405595
3	1	60001	70000	0.034914068940084	0.034135969528862	0.085717664193176	0.036941411200086	0.036612021613156	0.033837804369902
3	1	70001	80000	0.029946518983046	0.029471273894292	0.060620046272616	0.032407354975448	0.032487005825394	-0.0092190468674077
3	1	80001	90000	0.032177889224869	0.033334995903526	-0.13052413617948	0.03448178952256	0.035925722411217	-0.15115919524819
3	1	90001	100000	0.034375493253651	0.033460686458577	0.10280626859828	0.036926616038406	0.03663577381602	0.029858427154097
4	1	1	10000	0.036456809595023	0.034341859568489	0.23159285275175	0.040121948588503	0.038523651797616	0.15605909034127
4	1	10001	20000	0.036892644254673	0.036043703837907	0.088580552405511	0.040232814884567	0.040092715558923	0.013144964069509
4	1	20001	30000	0.032527425884811	0.032455715486785	0.0083078076155887	0.035312427447614	0.035742439972178	-0.045247084476171
4	1	30001	40000	0.031637915484643	0.03167384694757	-0.0042652113015	0.034097737428956	0.035055875481206	-0.10278728956847
4	1	40001	50000	0.03053699277542	0.03267322305224	-0.24584542434099	0.032709355888164	0.03501882113284	-0.24801992570306
4	1	50001	60000	0.033685792416371	0.033571247128108	0.012830451414247	0.036202269631831	0.036550527560478	-0.035836318065117
4	1	60001	70000	0.036196409606173	0.034777829383344	0.15339705965982	0.039171669957422	0.038448211175655	0.070778008504443
4	1	70001	80000	0.033274774187237	0.032414440732033	0.099798442619563	0.035539412306504	0.034993537651973	0.058665012415546
4	1	80001	90000	0.032245573707687	0.032040587802381	0.02405472400616	0.035371973914081	0.03569253192087	-0.033776711112729
4	1	90001	100000	0.033316976500233	0.032919687069434	0.045380257659397	0.035307716515101	0.035241290565014	0.007088760145356
5	1	1	10000	0.032820784729586	0.0324849267233	0.038875037547627	0.034994921499346	0.035418280771482	-0.044953813780943
5	1	10001	20000	0.03323780794369	0.033165406099248	0.0082088466767157	0.035259583316455	0.035753733002185	-0.051979347406193
5	1	20001	30000	0.035069739450581	0.032233611032407	0.33082988699738	0.037844424630515	0.035500064853826	0.24836016908636
5	1	30001	40000	0.033291452178227	0.032211351317719	0.12608024035158	0.036128040986893	0.035379443130385	0.079576538945017
5	1	40001	50000	0.03799839760622	0.035630771450354	0.24990233565522	0.041140693447413	0.039372869322091	0.16889537568836
5	1	50001	60000	0.034966112641742	0.034931149009534	0.0037641590006481	0.03768541058098	0.038166246506934	-0.047387775429649
5	1	60001	70000	0.030015482398957	0.031653571922512	-0.1945749793946	0.032365187750127	0.034691067697083	-0.25213736241109
5	1	70001	80000	0.031904723060609	0.032659442830026	-0.086891891649372	0.035022973173262	0.036543366188949	-0.15648119619719
5	1	80001	90000	0.033794577383776	0.03329265412216	0.056690131675978	0.036776556776557	0.036807666636546	-0.0031789092985468
5	1	90001	100000	0.03317064750861	0.033596127923157	-0.047623400687233	0.035787588147765	0.037321086124203	-0.15454739517719
6	1	1	10000	0.02635688287701	0.030433253256735	-0.50356629798902	0.028159359946428	0.033026632363763	-0.55416791181026
6	1	10001	20000	0.034094547035724	0.032941147154925	0.1316595657814	0.036857524989821	0.036343910626582	0.053151436112098
6	1	20001	30000	0.03341260323443	0.03213930270738	0.14896379385215	0.035621050184618	0.034746739778329	0.094627748566611
6	1	30001	40000	0.028817198176132	0.030789324105541	-0.24081277690945	0.031044321882211	0.033490113707481	-0.27462360758453
6	1	40001	50000	0.032413751800099	0.031973744581679	0.05174236874369	0.034916376212477	0.035277105618875	-0.038456498818388
6	1	50001	60000	0.03425641025641	0.034164259678564	0.010143053514692	0.037533412794296	0.038038961144641	-0.049989722754664
6	1	60001	70000	0.032057132439176	0.032359362224444	-0.035117996969781	0.03482435748941	0.035572918602646	-0.079140192497038
6	1	70001	80000	0.035139104607755	0.035427114087496	-0.030573722055148	0.037913632505663	0.038935184159597	-0.098692476447321
6	1	80001	90000	0.032521435462612	0.032592299908201	-0.0081754972603766	0.035175793361913	0.035993992889099	-0.085492940564227
6	1	90001	100000	0.032956052090027	0.032591058899627	0.042110397321405	0.035676067748074	0.035781702909157	-0.011103116155783
7	1	1	10000	0.03265282349276	0.032041899984629	0.071689509332782	0.035246862779902	0.035188276348124	0.0062615535580636
7	1	10001	20000	0.033406733736626	0.034825645660415	-0.1532203928297	0.036372164420945	0.038252160610178	-0.18486340615501
7	1	20001	30000	0.033529038400508	0.0337488794921	-0.024495477952485	0.035899186781632	0.036750290201443	-0.08710471857669
7	1	30001	40000	0.033516696324344	0.03280496728426	0.081580351852421	0.035625922096943	0.035422701776152	0.021576129333967
7	1	40001	50000	0.030613974930468	0.031115194641198	-0.060563110939744	0.033088920774662	0.034165909645348	-0.11854133106867
7	1	50001	60000	0.033275039702321	0.032618522615597	0.075679983423976	0.035675800013531	0.035432203148248	0.025855754585612
7	1	60001	70000	0.032517951979474	0.032172109548563	0.040419091000807	0.035175244711083	0.035063050777466	0.012033621258143
7	1	70001	80000	0.038154302525528	0.036040575191826	0.22057322582189	0.041441499676794	0.039660461278365	0.16892712027625
7	1	80001	90000	0.031673034156355	0.031693308821538	-0.0024052475883121	0.033547121090574	0.033903859197134	-0.039568091659304
7	1	90001	100000	0.03275075594893	0.031592636483957	0.13782740142024	0.034836231954661	0.034046298262433	0.087250422140849
8	1	1	10000	0.032690399066409	0.031824746405974	0.10227097486927	0.035354654844839	0.03501408662412	0.036579192199995
8	1	10001	20000	0.030649948143876	0.030116593896282	0.06657841860671	0.032305294943177	0.032329388355973	-0.0028022209669246
8	1	20001	30000	0.031414380718252	0.030624004471025	0.097031871545402	0.033338847821643	0.032951227148506	0.044234059650833
8	1	30001	40000	0.033583266374782	0.032751359145944	0.095509288037363	0.036166905591937	0.035548509617709	0.065422771031962
8	1	40001	50000	0.033071801410093	0.033196494931273	-0.014124335763309	0.035779730967883	0.036651220542621	-0.089431104740504
8	1	50001	60000	0.033910120311394	0.033367961285158	0.061096903877524	0.036784012447729	0.036607146140036	0.018171613347444
8	1	60001	70000	0.034328686899994	0.033453683166085	0.098353936062466	0.036421389409059	0.036048874933997	0.03886439273716
8	1	70001	80000	0.032737509521525	0.032062224691248	0.079191828715128	0.035363595503199	0.035115422923952	0.026578862766268
8	1	80001	90000	0.034372120127934	0.032282501743573	0.24338497063588	0.03710403283945	0.035540956827094	0.16540278354014
8	1	90001	100000	0.028880748880749	0.028311287630322	0.075606316117259	0.030784608909609	0.030821997662324	-0.0045607043541391
9	1	1	10000	0.035686117728969	0.034212412997273	0.16198454134073	0.038212610889602	0.037127274738778	0.10995061966337
9	1	10001	20000	0.034057225587686	0.032762029321485	0.14865151375532	0.037245444368011	0.036507610195471	0.07601309720579
9	1	20001	30000	0.036159214582605	0.033212551250879	0.33361820548992	0.03859418767507	0.036005574435776	0.27039564786175
9	1	30001	40000	0.031257882572005	0.03029922024667	0.11895008136062	0.03336911776576	0.032785457533383	0.066941467669037
9	1	40001	50000	0.037968337011908	0.036251581481633	0.17810638986313	0.041235512266798	0.039946621537602	0.12137336436557
9	1	50001	60000	0.032726655653511	0.033717560368463	-0.11051125663896	0.035739037826324	0.037373811402083	-0.16452119011337
9	1	60001	70000	0.037839446642039	0.036118985455696	0.17914482385378	0.041192325238014	0.039970888989338	0.11495168287503
9	1	70001	80000	0.027638593183702	0.030871220304547	-0.39368697197395	0.029828458495895	0.033500804141428	-0.41221588459899
9	1	80001	90000	0.031105019094381	0.03181327841225	-0.083706031678543	0.033219322005406	0.034405816565281	-0.12968472754625
9	1	90001	100000	0.034971087270791	0.032937656147384	0.23213894719433	0.037245783880855	0.035654692190545	0.1678300505967
10	1	1	10000	0.032497569182699	0.032404875997128	0.010755424750709	0.035268333794015	0.035779042734012	-0.053682898028622
10	1	10001	20000	0.034319244230157	0.032064502158022	0.26439685731977	0.036792967557742	0.034919241393688	0.20179642322344
10	1	20001	30000	0.030091015750954	0.029390371320401	0.089616755228901	0.031981224604175	0.031845469233699	0.016028601163313
10	1	30001	40000	0.035175400030396	0.034563007820811	0.066631016037392	0.037515294599591	0.037461505147489	0.0054006749282032
10	1	40001	50000	0.033502637713164	0.033046222584446	0.051933721313597	0.036010785102366	0.035834646321867	0.018486084558002
10	1	50001	60000	0.034357476476436	0.031987328753567	0.27859764933298	0.037158954907348	0.035397241908785	0.18717595004291
10	1	60001	70000	0.032873081830972	0.032549740628891	0.037351647583151	0.036701095740347	0.037059559475307	-0.036380685870138
10	1	70001	80000	0.031858817828666	0.032522864316883	-0.076772680533312	0.03447421036989	0.035747797337104	-0.1339900013804
10	1	80001	90000	0.030954337602317	0.032651136055324	-0.19540537693589	0.033777006484247	0.036165147286636	-0.24835722238574
10	1	90001	100000	0.038209639025663	0.036799484213076	0.14412480146334	0.04196331079591	0.041155734565536	0.073818866569613
11	1	1	10000	0.03747779435799	0.035808486778542	0.17532131035089	0.041157646727855	0.040204036635669	0.089226215754938
11	1	10001	20000	0.034611031300335	0.034875549769812	-0.028523264354324	0.037951253192654	0.038601890782752	-0.063400291956076
11	1	20001	30000	0.036019691610644	0.034951404617603	0.11494469009373	0.038381503202762	0.037831882446433	0.054644554894253
11	1	30001	40000	0.032341332769496	0.034199706337331	-0.20434319291955	0.034823452144468	0.037142838608048	-0.23487021416451
11	1	40001	50000	0.033742272865787	0.032879810154944	0.098632331643314	0.037000577476267	0.036420168638332	0.059938070217943
11	1	50001	60000	0.031102822279293	0.030274957483536	0.10280191221137	0.03354403708386	0.032891941863307	0.07454819751264
11	1	60001	70000	0.037034198001017	0.034393662117178	0.28871271009021	0.039846121467715	0.037628564727599	0.22166443894519
11	1	70001	80000	0.032994322208555	0.034407032829038	-0.15440437130658	0.035269690522609	0.037481203067958	-0.22192796177758
11	1	80001	90000	0.036170264905531	0.036349460802307	-0.018540914249748	0.039852855477855	0.040370385381151	-0.048224664771449
11	1	90001	100000	0.032376791730912	0.031316496664444	0.12729564183051	0.034863828465724	0.034193840218849	0.073683837030949
12	1	1	10000	0.035396537022252	0.031970556512892	0.40291835391497	0.037896998834499	0.034804615337793	0.33413864006111
12	1	10001	20000	0.034300824755658	0.033443676097418	0.096376732418844	0.036696029082774	0.036167046116639	0.055009329453513
12	1	20001	30000	0.034258625745284	0.034204238245611	0.005979533981221	0.036673946453126	0.037155886890326	-0.048785921295762
12	1	30001	40000	0.034219440995142	0.033556911872622	0.074242090848732	0.037737340704825	0.037480128574827	0.025812255268673
12	1	40001	50000	0.03002778548841	0.031364715047302	-0.16026104220013	0.0327406716922	0.034434815175728	-0.18501690413374
12	1	50001	60000	0.032410534435622	0.032914237564958	-0.057543779142981	0.035014732023279	0.036119328097006	-0.11501775587143
12	1	60001	70000	0.033676465386112	0.031610880445929	0.24568313646738	0.036408905460539	0.034608227914023	0.19566818412807
12	1	70001	80000	0.029544114249997	0.031221828581786	-0.20203061586294	0.031946052123891	0.034313490649033	-0.25946021816513
12	1	80001	90000	0.034108265124676	0.032308879657762	0.20940907762044	0.036722747984578	0.03525235842023	0.1568652139807
12	1	90001	100000	0.033337970046831	0.032210018838555	0.13166938705616	0.036237801100099	0.035697605172797	0.05691186405718
13	1	1	10000	0.034336606655756	0.034389353629594	-0.0057679619386613	0.037531361861813	0.03817493831847	-0.063411965228176
13	1	10001	20000	0.034281899142039	0.033528510112934	0.084495517672814	0.037292030579457	0.036925630906993	0.037320783710563
13	1	20001	30000	0.031061968751102	0.032437621111772	-0.15946209575121	0.033111299846316	0.035079310377494	-0.21098633041477
13	1	30001	40000	0.034293064455848	0.035843772259049	-0.16270582260684	0.037827465083441	0.040325876411768	-0.23306407340605
13	1	40001	50000	0.031824533019562	0.032764897189336	-0.10791729766186	0.034923714101349	0.036513608169035	-0.16376681886014
13	1	50001	60000	0.035104917337855	0.03488102769012	0.024138503830795	0.038427059511207	0.038701414479611	-0.026665506809882
13	1	60001	70000	0.037999700104963	0.037920665401366	0.0078393233876815	0.041372812629919	0.042178059357751	-0.071824476339634
13	1	70001	80000	0.034475277154322	0.033001042072504	0.16797747968299	0.037173279352227	0.03645258321348	0.074359279346379
13	1	80001	90000	0.033257309463473	0.034302840368217	-0.11461838261445	0.035848885643189	0.037496663234882	-0.16528744157923
13	1	90001	100000	0.031232050467706	0.030911695244146	0.038963447759871	0.033515192233492	0.033497091808789	0.0020319637658993
14	1	1	10000	0.036377286265798	0.036944704546027	-0.057765236570483	0.040022876450998	0.041431227234223	-0.12787950159433
14	1	10001	20000	0.030403668676714	0.031447834696319	-0.1248368627385	0.03259668060553	0.034477095688044	-0.20510835984347
14	1	20001	30000	0.034316765118632	0.036207305883411	-0.19637601871524	0.037167759867791	0.039895739289569	-0.2572186260825
14	1	30001	40000	0.037649188463572	0.036526615338079	0.11558836245368	0.040359668304701	0.039976299514267	0.036074926914941
14	1	40001	50000	0.029895469152806	0.031034247884599	-0.13795893998364	0.03231913509779	0.033825822450809	-0.16750128263926
14	1	50001	60000	0.031275723531866	0.031434777701912	-0.0190237202051	0.03432570593963	0.035041524570694	-0.07682350033145
14	1	60001	70000	0.027895545815478	0.029854125591088	-0.24663122967546	0.030137038025962	0.032741129658145	-0.29907169472537
14	1	70001	80000	0.034588396931582	0.035117251532758	-0.05663496748787	0.037852844218012	0.038989107027952	-0.10962346854362
14	1	80001	90000	0.036004046286905	0.033999729074725	0.22168152530662	0.038457070440384	0.03689468963716	0.1592729356041
14	1	90001	100000	0.032841783000698	0.032204881633055	0.07436007609801	0.035057499203275	0.034717460873945	0.036833826708162
15	1	1	10000	0.032946549574457	0.031636354672493	0.15571238218029	0.034918709051201	0.033942137525228	0.10819628571301
15	1	10001	20000	0.030957406771063	0.031256398456632	-0.03596459838475	0.0336528641283	0.034103510603795	-0.04969175952694
15	1	20001	30000	0.031346201394946	0.032510655425875	-0.13467753161639	0.034149698935691	0.035874159400796	-0.18078796317719
15	1	30001	40000	0.030672410604528	0.030796158929761	-0.015107245449003	0.03328161920579	0.033896717783928	-0.068238867947233
15	1	40001	50000	0.031002194526785	0.033210050461984	-0.24998624225407	0.033799952336074	0.036501293425028	-0.27834323433152
15	1	50001	60000	0.030572200872794	0.03050701770217	0.0080328668763991	0.032984920532229	0.033341818001027	-0.040251767689276
15	1	60001	70000	0.035644122448869	0.034845034342339	0.086241979820223	0.038727027332827	0.038384375791679	0.033578026442587
15	1	70001	80000	0.037361046607948	0.03580882386357	0.16302490241722	0.04091416415205	0.039947447571101	0.091033436193497
15	1	80001	90000	0.031134365934493	0.030113300495254	0.12747187936822	0.033323599315374	0.032476910881276	0.098028241238238
15	1	90001	100000	0.033317168457029	0.033279412712392	0.0042660785452321	0.035894333942935	0.036281185753027	-0.040102446160702
16	1	1	10000	0.032643967155824	0.033524460484184	-0.098760893348063	0.035991075717973	0.037329013437823	-0.13480824155881
16	1	10001	20000	0.03278949041212	0.033250979876356	-0.05218889240325	0.035261401407235	0.036115663392451	-0.088960859400221
16	1	20001	30000	0.032612018024045	0.03079289281894	0.22210309396374	0.034955597907627	0.033362369894135	0.1795765714308
16	1	30001	40000	0.033972525726577	0.033717070591984	0.028490436224132	0.036393196530888	0.037041422306125	-0.065821098452585
16	1	40001	50000	0.033804196791072	0.033418372572606	0.043414088011687	0.036197390061743	0.036216483229759	-0.0019827968513635
16	1	50001	60000	0.033913535696597	0.033660302783461	0.028289996844283	0.036212271139517	0.036538869533392	-0.033617918446011
16	1	60001	70000	0.031833934507391	0.031950000022791	-0.013658793782792	0.034518282026973	0.035067833910257	-0.058935338271267
16	1	70001	80000	0.033359669414307	0.032362088587551	0.11590609494757	0.036225217803336	0.035916397968154	0.032337977908177
16	1	80001	90000	0.034204078524791	0.032563172487074	0.18947690609487	0.037382873994522	0.036332448081178	0.10873773044466
16	1	90001	100000	0.032203084296329	0.0315402814986	0.07901130840071	0.034810511555552	0.03464655923066	0.017796135383347
17	1	1	10000	0.029005748950728	0.02985057157525	-0.10639591130227	0.031013341101706	0.032324137545471	-0.15247840675451
17	1	10001	20000	0.034539929847459	0.034205156918164	0.036804891680928	0.037595385908753	0.037997154136097	-0.039771579297677
17	1	20001	30000	0.030848332885586	0.032295202494186	-0.16845526007208	0.033326465922832	0.035532633570276	-0.23350796603909
17	1	30001	40000	0.032171436044563	0.031925980855907	0.028907172322003	0.034599975670086	0.035146984034089	-0.058530631411032
17	1	40001	50000	0.034395577141113	0.033210609087281	0.13416714440195	0.037772429144111	0.037028202624732	0.075595629922926
17	1	50001	60000	0.035204612272642	0.034740359817352	0.050254798483352	0.038437726618394	0.038604124634705	-0.016213338986977
17	1	60001	70000	0.035424591715137	0.033803325237229	0.18035486735211	0.038632478632479	0.037298268191312	0.13454421037977
17	1	70001	80000	0.031341448821296	0.030671478124377	0.08212197109886	0.033972739200155	0.033861258921011	0.012380523130389
17	1	80001	90000	0.032537197831315	0.032143782019556	0.046019497039372	0.035606875341975	0.035710795015493	-0.010944415314262
17	1	90001	100000	0.032690882134915	0.032888343246859	-0.022576160222028	0.035198527251507	0.035957928545012	-0.07942863802919
18	1	1	10000	0.033119070105734	0.03326907232284	-0.016954272926451	0.035307193245121	0.035864522210998	-0.058444541429256
18	1	10001	20000	0.034992899450218	0.033988886171863	0.11108131824995	0.037802800447812	0.037463960065393	0.034018472080861
18	1	20001	30000	0.034727587874441	0.03594475489819	-0.12735257295635	0.037196205484143	0.039137694232571	-0.18660007746506
18	1	30001	40000	0.033234126984127	0.034485056840066	-0.13641252941865	0.036187803480085	0.037976626950581	-0.17717242422557
18	1	40001	50000	0.033839413360295	0.034315255498351	-0.052146585258543	0.037025005319994	0.03820745896615	-0.11640970015969
18	1	50001	60000	0.028938039855812	0.028111998802503	0.11044660558021	0.031031323997023	0.030444897242927	0.072416071742806
18	1	60001	70000	0.029691129855186	0.030183533827677	-0.061330292127985	0.031516441882681	0.032535680543075	-0.11779369208042
18	1	70001	80000	0.034021107505314	0.032197029850305	0.21301789672611	0.036755600539811	0.035165730309813	0.17002832001197
18	1	80001	90000	0.030763112815075	0.030465526059764	0.036722844691134	0.033483011707035	0.033585446661629	-0.011469208687595
18	1	90001	100000	0.034006040525249	0.032767936583084	0.14207430584676	0.037114072279427	0.03618413161592	0.096659420594873
19	1	1	10000	0.03500909930465	0.035065483294176	-0.0060470953443221	0.037695945672824	0.038495310698027	-0.078108159739335
19	1	10001	20000	0.039082566061556	0.036172780519476	0.3025355943354	0.041932230574817	0.03943884959181	0.2378163456865
19	1	20001	30000	0.031831447484266	0.030446154169519	0.17105693876143	0.034078708844276	0.032994490008749	0.12356460607691
19	1	30001	40000	0.033189419920332	0.033411170807937	-0.024957406352959	0.035789755988431	0.036526335662905	-0.075845160671001
19	1	40001	50000	0.031829788622662	0.032164236223832	-0.039096859512457	0.034511460045727	0.035293181237645	-0.08329971024915
19	1	50001	60000	0.032817336200437	0.032362088587551	0.052893932630371	0.03510937365104	0.035051982895276	0.0061575226346868
19	1	60001	70000	0.030840705434525	0.029833520370026	0.12691481826294	0.033996565717109	0.033567764526923	0.048036268669749
19	1	70001	80000	0.03166843220339	0.030134399705932	0.19137841347194	0.034276426711987	0.033143765353612	0.12850575632465
19	1	80001	90000	0.035270530965966	0.03367479817451	0.17819019490589	0.038216364768635	0.03703974708913	0.11947851103016
19	1	90001	100000	0.035351676716904	0.034365675028968	0.10789558462623	0.038533392650112	0.038045848252969	0.048200968254547
20	1	1	10000	0.035937021281211	0.034430676259331	0.16452599616981	0.038732583822291	0.037814020367847	0.091369635040809
20	1	10001	20000	0.034496082998094	0.034570325840676	-0.0080762439132504	0.037263377311692	0.03797719974363	-0.070699374474609
20	1	20001	30000	0.031987261042605	0.032826996689309	-0.096187573460471	0.034937245261047	0.036431311885481	-0.15424355817013
20	1	30001	40000	0.032685111259566	0.034111886622011	-0.15728789040913	0.034271188914385	0.036180379981222	-0.19846309310173
20	1	40001	50000	0.033439164638233	0.033812927726964	-0.041567263756092	0.035864137614926	0.036513137017307	-0.066851138791943
20	1	50001	60000	0.036032446084568	0.033335368875616	0.30423375770496	0.038388649991736	0.036147920770231	0.23313447734415
20	1	60001	70000	0.031487740035973	0.031910273157335	-0.049786164343101	0.03385990941324	0.034962421656504	-0.11859181249568
20	1	70001	80000	0.033408764133063	0.033457040111096	-0.005425851547408	0.03633703493556	0.03683782026353	-0.051130166599551
20	1	80001	90000	0.035066019433371	0.033874945563363	0.1322191585289	0.03862890949256	0.037856673981457	0.07672724182356
20	1	90001	100000	0.033264300846021	0.033425566718778	-0.018142239691259	0.035671746365388	0.036271576447179	-0.062197096799206
21	1	1	10000	0.036056150566141	0.035715827039785	0.035836088468182	0.038590228195436	0.038557672595365	0.0031759679241963
21	1	10001	20000	0.033217031116638	0.033628308020764	-0.045989345311434	0.036164389116419	0.037377751709031	-0.12209814049207
21	1	20001	30000	0.033334826616275	0.034453177388592	-0.12206852982756	0.035769459779127	0.037894349716568	-0.21091531271794
21	1	30001	40000	0.037091322417179	0.035070710807266	0.21667580521027	0.039184048699347	0.037695788362201	0.14850026939882
21	1	40001	50000	0.032631649019272	0.032834516361152	-0.023232170650418	0.035567588406407	0.036212675377459	-0.066998358367963
21	1	50001	60000	0.033365027545399	0.033624644530412	-0.029033905371828	0.035776462160226	0.036361513101557	-0.060514498548877
21	1	60001	70000	0.033101642233045	0.030992360950561	0.25587571273158	0.035968413581296	0.034320713781471	0.18054220659371
21	1	70001	80000	0.032988989169183	0.030684544343871	0.28234645244785	0.035812570382883	0.033954205788826	0.20581707179823
21	1	80001	90000	0.03176323094833	0.032718175100042	-0.10974757738894	0.033831129596962	0.03536611835503	-0.16323103934111
21	1	90001	100000	0.032705723399445	0.033442727245241	-0.082868922403999	0.035560032645825	0.036796028462019	-0.12633812337772
22	1	1	10000	0.033604342686561	0.031865860376214	0.20512598921604	0.03582421835879	0.034446975590034	0.15035471173254
22	1	10001	20000	0.031885913062384	0.031994276056675	-0.012734768909646	0.034773804034504	0.035305513180108	-0.056638961373678
22	1	20001	30000	0.037392184630665	0.036952211666977	0.044781559405398	0.040090137671209	0.040155663965668	-0.0061384415274169
22	1	30001	40000	0.035009600786531	0.035933332986878	-0.096681115699166	0.038005566412033	0.039709519814186	-0.16141668883294
22	1	40001	50000	0.032614809144557	0.033599668743637	-0.1102226380278	0.035255736910149	0.036919296146424	-0.16947632485862
22	1	50001	60000	0.034092433711118	0.033841579715293	0.027874571440345	0.036753440472144	0.036775816778971	-0.0022884720755442
22	1	60001	70000	0.031629782011826	0.032983097039873	-0.15428322463961	0.034472424490325	0.036315568260321	-0.19088599753499
22	1	70001	80000	0.034201306784516	0.033492885540874	0.07953645297877	0.037057778568502	0.03699977876022	0.0058959360546542
22	1	80001	90000	0.031670628405257	0.030907027797566	0.092886812607907	0.033823839662447	0.033826354928823	-0.00027962118182827
22	1	90001	100000	0.036365475589157	0.034734366304894	0.17659808228067	0.039024508614414	0.037798636763346	0.1219866526416
23	1	1	10000	0.034224185907616	0.036938657482372	-0.27638977505707	0.036962785404712	0.040749355282246	-0.34956784353937
23	1	10001	20000	0.034429139758577	0.034902453018499	-0.050998376152414	0.037916575659766	0.039409655468552	-0.14251421654251
23	1	20001	30000	0.030540628961682	0.030971459744424	-0.052298704320529	0.033157240774428	0.034078307418172	-0.1016390323814
23	1	30001	40000	0.02829067963903	0.030182860166088	-0.2356821127928	0.030158421825088	0.032405150030213	-0.26069865951665
23	1	40001	50000	0.031037018241743	0.032345379626985	-0.15209145569522	0.033729039876711	0.035536645105054	-0.19129901641381
23	1	50001	60000	0.03518712679079	0.034046795039795	0.1259486398802	0.038178956152329	0.037237118746881	0.095131939084234
23	1	60001	70000	0.036729062357761	0.034703305463237	0.21952304102599	0.039055843687224	0.037257201542406	0.18157946172978
23	1	70001	80000	0.030550314080101	0.030482617884352	0.0083491552548599	0.033269426677583	0.033843823477553	-0.06382271260496
23	1	80001	90000	0.030618480808474	0.031440714211736	-0.098326729602636	0.032710465153814	0.034061111296472	-0.14911993177155
23	1	90001	100000	0.034950233580878	0.035474783409434	-0.055609634742159	0.036956644827307	0.037897521359195	-0.093382911646648
24	1	1	10000	0.030361262235668	0.028856002222123	0.19608813934898	0.032710491861574	0.031616474268565	0.13010383207486
24	1	10001	20000	0.033626074494671	0.033435845562914	0.02139386838119	0.036497722956056	0.03683302930915	-0.034239313251754
24	1	20001	30000	0.033419998804614	0.032631759470983	0.090828032915206	0.035499385641566	0.035209008538163	0.031016189328406
24	1	30001	40000	0.032656339409793	0.033878114740934	-0.13561502880526	0.03603916614024	0.03789589722812	-0.1842897990038
